"year","hatchdate","cs","layday","recruit"
2007,124,8,15,0
2008,NA,7,27,0
2006,135,6,25,4
2009,122,12,6,3
2007,126,12,14,0
2006,138,10,25,3
2007,129,11,16,0
2008,142,8,32,0
2007,131,8,23,0
2006,141,8,32,4
2006,144,11,31,0
2009,133,11,19,0
2007,128,7,19,0
2007,130,8,21,0
2007,130,9,19,0
2008,145,12,25,0
2007,130,11,18,2
2006,137,10,24,1
2006,141,10,27,1
2007,127,11,14,1
2008,142,11,28,0
2008,147,8,37,0
2010,127,10,15,0
2007,127,9,17,0
2008,133,9,19,1
2009,126,10,13,1
2008,130,6,16,0
2007,125,8,15,0
2007,131,9,21,0
2010,135,8,24,2
2008,138,10,25,0
2007,131,7,21,0
2007,130,7,23,0
2009,132,10,20,1
2009,129,10,19,1
2008,144,12,27,0
2010,136,10,24,0
2007,128,9,18,0
2008,142,9,32,0
2007,123,5,15,0
2007,124,8,13,0
2008,127,8,14,1
2007,127,11,15,0
2008,139,9,28,0
2007,130,9,20,0
2007,133,8,24,0
2013,151,9,40,0
2012,131,10,14,0
2012,139,7,29,0
2013,147,7,31,1
2014,127,12,8,2
2012,140,10,11,0
2013,149,8,39,2
2012,132,8,18,1
2013,139,9,28,3
2012,125,8,14,0
2007,123,8,14,0
2008,131,7,17,2
2007,126,8,19,1
2007,128,11,16,0
2008,126,11,10,1
2007,127,11,16,0
2007,129,9,20,1
2007,127,7,19,0
2008,140,9,29,0
2007,129,10,18,0
2007,130,11,15,0
2007,130,9,21,0
2007,130,11,18,0
2008,136,12,22,0
2007,129,8,39,0
2009,128,9,17,0
2008,135,8,24,0
2008,140,8,25,0
2008,143,7,33,0
2007,133,7,23,0
2017,131,6,21,0
2017,131,10,19,0
2017,127,8,14,0
2018,134,10,19,0
2017,125,7,15,0
2018,135,8,22,0
2005,131,11,17,0
2006,131,9,21,0
2005,133,9,24,0
2005,139,8,27,0
2006,137,9,26,2
2006,144,9,33,1
2005,143,11,31,0
2005,133,8,17,0
2006,133,8,22,2
2007,127,8,18,0
2006,138,7,26,3
2008,139,9,27,0
2007,127,8,17,0
2006,137,8,25,0
2006,140,10,29,3
2007,128,10,17,1
2008,136,11,23,1
2006,138,8,28,0
2006,138,8,27,0
2006,140,8,28,1
2006,145,12,31,0
2008,NA,12,21,0
2007,131,9,18,0
2007,131,6,22,0
2007,128,8,19,0
2009,130,10,16,0
2012,125,5,16,0
2007,130,8,20,0
2014,129,6,19,0
2013,138,5,31,1
2010,124,7,15,0
2010,155,8,47,0
2009,124,9,13,1
2011,125,7,15,0
2008,NA,9,11,0
2010,127,10,13,1
2008,145,8,36,0
2008,130,9,18,3
2008,132,10,18,0
2010,129,11,17,1
2008,127,6,15,2
2008,141,10,28,0
2005,130,7,17,0
2005,134,8,22,3
2004,130,10,15,0
2004,130,10,17,1
2006,136,8,26,1
2005,137,9,27,1
2004,136,10,23,0
2006,139,10,28,1
2005,140,9,31,1
2004,134,11,21,1
2004,138,10,24,0
2006,139,9,26,0
2004,NA,8,24,0
2005,137,7,28,1
2005,134,8,25,2
2005,129,8,19,0
2007,132,9,23,0
2007,128,8,17,0
2010,133,11,21,0
2009,131,11,15,2
2008,136,7,23,0
2008,139,11,27,2
2007,NA,11,20,0
2007,128,7,20,0
2007,124,9,12,2
2008,141,10,29,0
2007,136,9,26,0
2007,129,8,20,0
2007,126,11,15,0
2008,126,10,13,1
2007,125,8,16,1
2007,129,9,18,0
2008,140,9,28,1
2009,132,11,19,0
2007,127,9,18,1
2007,128,9,18,0
2007,127,10,16,2
2006,137,9,26,4
2005,144,9,33,0
2006,138,10,26,3
2006,129,8,18,1
2007,122,8,11,0
2005,127,6,16,2
2005,NA,7,29,1
2006,138,9,26,1
2006,137,6,28,1
2005,141,11,27,0
2005,129,7,18,1
2006,134,10,20,0
2005,139,8,28,0
2005,124,6,16,0
2007,117,7,8,0
2006,126,7,18,0
2005,127,8,16,1
2005,131,6,21,1
2006,133,10,21,0
2005,141,7,32,0
2006,147,11,37,2
2005,133,8,22,3
2006,141,9,27,0
2005,133,9,21,0
2005,135,7,26,0
2005,135,6,26,0
2005,136,10,23,1
2005,137,12,21,0
2005,139,11,27,1
2005,138,9,28,1
2005,140,9,28,0
2006,132,10,21,2
2007,119,11,9,3
2006,131,10,19,2
2005,135,4,27,0
2005,139,10,28,1
2006,136,8,25,0
2005,140,10,29,0
2006,135,8,23,3
2005,143,8,33,0
2006,135,10,22,0
2006,135,9,25,0
2007,NA,9,15,0
2006,136,8,25,5
2008,134,7,24,0
2008,134,8,19,0
2007,127,9,18,2
2008,131,8,19,1
2007,129,6,21,0
2008,138,7,28,0
2008,141,8,28,0
2007,131,8,21,2
2008,137,8,25,0
2007,136,7,29,0
2008,130,8,14,0
2008,132,7,21,0
2006,136,11,22,1
2008,153,7,45,0
2005,145,8,33,0
2005,137,5,27,0
2005,141,7,31,0
2005,144,11,24,0
2006,132,9,22,2
2006,137,8,26,2
2005,127,9,11,1
2005,127,8,14,0
2005,131,9,17,0
2005,130,9,17,0
2005,130,10,18,2
2006,141,7,29,0
2005,134,8,24,0
2005,135,7,26,0
2005,137,10,24,0
2005,134,10,17,1
2006,137,12,19,0
2005,138,10,20,1
2005,138,11,27,0
2005,140,9,27,0
2005,138,10,26,0
2005,140,7,32,0
2006,145,7,36,2
2005,140,9,28,0
2010,128,9,14,0
2009,126,8,15,0
2011,122,6,11,0
2006,133,8,23,1
2006,134,8,24,0
2006,136,8,26,0
2006,136,9,25,1
2006,135,7,27,1
2006,136,7,26,0
2007,128,11,16,0
2006,138,8,26,1
2007,128,7,19,0
2007,135,8,26,0
2006,143,8,31,1
2007,126,9,15,0
2008,129,9,17,1
2007,127,11,15,0
2007,128,11,17,0
2009,130,12,16,0
2008,133,10,19,0
2010,129,12,14,0
2009,130,12,16,2
2008,143,11,29,0
2007,132,11,19,0
2007,132,11,21,0
2009,135,8,25,0
2008,138,8,29,0
2008,143,12,30,0
2007,133,11,20,0
2009,126,8,11,0
2008,133,6,18,1
2009,157,6,49,0
2013,141,5,33,0
2012,126,7,10,0
2008,135,7,19,2
2009,123,7,13,0
2010,128,8,18,0
2009,127,9,16,3
2008,136,9,18,1
2010,136,10,24,3
2008,136,7,26,0
2008,137,7,27,0
2008,137,8,26,0
2008,139,8,39,0
2008,141,7,31,0
2010,133,9,22,0
2008,143,10,31,0
2008,140,10,27,2
2007,131,10,19,0
2008,129,8,16,1
2007,130,8,21,0
2008,143,6,35,0
2009,127,10,16,0
2012,134,9,18,0
2010,133,10,22,1
2010,130,12,17,1
2010,129,12,13,4
2011,117,8,8,0
2009,125,8,15,2
2008,133,7,22,0
2010,126,9,15,2
2008,126,8,15,0
2009,122,10,10,0
2010,130,11,16,0
2010,132,8,23,1
2010,133,5,24,0
2010,137,12,22,0
2010,131,8,15,0
2012,130,7,10,0
2009,129,10,18,0
2009,122,9,11,1
2008,126,6,17,0
2009,119,8,8,2
2008,126,5,18,2
2008,127,6,15,1
2008,127,9,11,2
2009,126,10,13,0
2008,138,10,26,1
2008,135,8,20,0
2007,133,7,23,0
2007,125,8,16,0
2005,132,9,20,0
2006,171,6,83,0
2006,133,9,22,2
2005,123,7,14,1
2004,124,6,16,2
2003,145,7,36,0
2003,137,9,26,0
2003,138,8,26,0
2004,129,7,17,1
2004,133,9,19,1
2003,138,9,28,0
2003,140,14,26,0
2007,126,10,15,0
2004,128,6,17,1
2003,138,10,21,0
2004,128,8,15,0
2005,143,8,34,0
2005,131,10,17,2
2006,140,10,27,1
2004,134,10,17,1
2005,134,7,26,0
2006,139,7,30,1
2010,137,10,23,1
2007,125,9,14,3
2003,139,6,32,0
2004,135,8,23,2
2005,128,8,15,0
2003,138,7,29,0
2003,136,10,24,0
2005,137,8,27,0
2006,131,10,19,1
2003,139,10,25,0
2004,129,11,15,4
2003,138,9,27,0
2003,143,6,26,0
2005,133,8,24,3
2007,127,8,17,1
2004,131,7,20,0
2008,137,7,26,1
2003,134,5,27,0
2003,138,9,28,0
2005,141,11,19,1
2004,134,10,20,0
2005,144,9,33,0
2004,138,8,26,1
2003,140,6,29,0
2005,138,9,27,0
2003,134,9,22,0
2003,135,8,26,0
2004,129,9,17,2
2003,131,10,20,0
2003,147,8,37,1
2003,147,6,39,0
2005,NA,8,16,0
2003,131,6,20,2
2003,135,8,24,0
2003,135,5,27,0
2020,136,7,27,0
2021,136,8,23,1
2005,134,12,17,0
2005,135,10,22,0
2006,144,7,36,0
2006,147,7,39,0
2003,128,8,19,1
2003,131,8,21,0
2003,135,9,23,0
2003,135,8,23,0
2003,137,6,27,0
2003,136,6,26,0
2004,132,9,16,0
2003,128,11,15,0
2003,135,8,23,0
2005,134,8,23,0
2006,133,10,22,1
2003,139,8,29,0
2004,130,11,17,4
2005,140,11,28,0
2003,135,9,24,0
2003,136,12,17,1
2007,124,10,13,1
2003,122,8,11,0
2006,131,10,18,0
2006,171,9,66,0
2005,124,9,10,0
2003,132,9,18,0
2003,134,7,25,0
2003,138,8,27,0
2003,135,6,27,0
2003,131,9,20,1
2004,122,12,6,1
2008,140,9,29,0
2005,139,9,29,0
2003,NA,8,30,0
2003,135,8,25,0
2003,132,8,23,1
2005,133,6,23,0
2004,NA,5,32,0
2003,137,5,27,0
2005,133,9,20,0
2004,126,10,13,0
2003,134,9,22,0
2004,134,8,22,1
2003,138,8,27,0
2003,132,9,20,2
2003,138,8,26,0
2003,134,6,26,0
2004,127,8,16,3
2003,134,9,22,0
2003,140,8,28,0
2003,139,8,31,0
2003,141,3,27,0
2003,138,7,29,0
2005,NA,10,31,2
2004,128,8,18,0
2006,141,4,30,0
2006,144,9,33,0
2006,141,11,26,1
2009,126,10,14,4
2003,144,6,22,0
2003,138,6,28,0
2003,137,8,27,0
2004,128,6,20,1
2006,136,8,26,3
2005,129,5,19,1
2003,148,7,39,0
2004,128,9,17,2
2004,125,9,13,1
2005,131,9,20,4
2003,131,8,20,2
2006,137,8,28,2
2006,135,10,24,3
2004,129,10,17,4
2003,133,7,22,0
2005,141,10,30,0
2003,147,12,26,0
2004,125,8,13,1
2003,135,8,26,1
2003,133,8,22,0
2003,142,7,34,0
2004,137,8,24,4
2003,130,6,19,0
2003,136,5,26,0
2003,138,9,25,0
2006,144,10,30,0
2007,132,9,20,0
2005,140,11,27,0
2004,131,11,17,2
2005,139,10,26,2
2003,144,6,34,1
2003,134,9,22,0
2003,135,8,26,0
2004,133,7,19,1
2005,138,8,27,2
2003,142,7,33,0
2003,138,9,27,0
2003,132,10,22,0
2004,126,9,14,1
2005,148,9,35,0
2004,140,8,28,0
2006,139,8,29,2
2005,139,9,27,0
2005,136,7,26,1
2004,128,10,17,3
2004,NA,9,18,0
2005,129,9,13,1
2006,134,11,19,0
2004,131,8,20,3
2004,136,8,24,0
2005,NA,6,34,0
2006,136,8,26,1
2005,143,7,35,0
2005,134,8,24,0
2005,138,10,27,1
2007,125,12,13,0
2005,131,9,21,0
2006,131,11,19,0
2005,138,12,26,0
2006,NA,10,37,2
2007,125,8,15,0
2006,133,8,23,2
2005,NA,8,24,0
2005,143,12,29,0
2007,133,11,21,0
2009,133,11,18,0
2007,122,9,11,0
2006,131,11,18,0
2005,NA,8,25,0
2005,127,9,15,2
2005,128,9,17,0
2005,126,9,11,0
2006,132,10,18,3
2005,142,9,31,0
2007,122,11,11,1
2005,136,10,26,2
2005,NA,8,24,0
2005,129,8,24,0
2005,129,9,17,0
2006,130,9,18,0
2007,125,11,13,0
2005,137,7,29,1
2005,135,8,24,0
2005,144,7,43,0
2005,133,7,24,0
2005,133,8,22,2
2007,128,10,17,0
2006,138,11,26,0
2005,138,10,26,0
2010,137,5,20,1
2008,132,11,15,0
2007,128,14,14,0
2006,137,10,24,0
2009,126,11,11,1
2005,139,7,29,1
2006,138,7,29,1
2005,135,10,23,0
2005,127,11,14,0
2005,128,11,13,2
2005,132,7,22,1
2005,136,9,24,3
2006,133,8,22,1
2006,135,7,26,1
2005,135,8,25,0
2005,141,11,24,0
2005,142,8,32,0
2005,144,9,33,0
2005,140,9,30,0
2006,131,7,22,1
2006,NA,8,25,0
2005,130,12,13,1
2005,143,9,30,0
2005,140,9,31,0
2005,135,9,26,0
2006,139,11,26,2
2007,128,10,17,0
2006,136,8,26,5
2006,142,8,32,1
2005,139,8,31,1
2007,128,10,17,3
2005,132,9,20,0
2007,127,11,17,0
2006,138,10,25,1
2008,126,8,15,0
2008,148,9,37,0
2007,NA,10,21,0
2007,124,8,15,4
2008,130,10,18,2
2007,NA,8,19,2
2007,127,9,17,2
2009,129,9,18,4
2008,134,9,20,1
2008,142,8,30,0
2004,130,6,20,0
2004,126,9,14,0
2007,131,9,21,1
2010,127,11,13,0
2007,127,11,15,0
2008,128,11,11,3
2008,131,9,17,2
2007,128,11,18,0
2008,135,9,19,2
2008,136,8,25,0
2008,127,5,17,1
2008,138,8,27,0
2008,137,7,25,0
2007,125,9,15,2
2008,NA,8,15,3
2008,130,7,20,0
2007,125,5,17,1
2009,125,8,15,4
2008,126,6,16,2
2007,127,8,18,2
2008,134,4,24,3
2010,127,11,15,2
2008,136,8,25,0
2008,134,6,25,0
2009,134,9,26,0
2012,118,9,3,0
2008,140,6,30,0
2010,132,7,22,0
2007,129,10,18,5
2008,140,9,26,1
2007,124,10,13,1
2007,NA,10,65,0
2005,143,10,33,0
2007,130,10,19,0
2006,137,10,24,0
2005,133,8,24,2
2005,132,7,25,0
2006,135,8,27,0
2005,138,8,26,3
2007,126,8,15,2
2005,131,7,21,0
2007,NA,6,53,0
2006,142,9,31,0
2005,144,8,35,0
2007,131,8,21,0
2008,145,6,37,0
2006,143,7,35,1
2005,134,8,25,2
2006,131,9,21,3
2005,141,8,31,0
2005,143,8,33,0
2005,139,9,30,1
2006,138,9,27,2
2005,139,10,27,1
2007,127,10,16,0
2006,135,10,23,0
2006,139,8,27,0
2005,136,8,22,0
2005,139,8,31,0
2005,142,9,28,0
2005,143,9,32,0
2005,139,8,30,0
2005,145,21,27,0
2005,138,9,18,1
2008,126,5,15,0
2005,138,11,26,1
2007,127,9,16,0
2005,134,7,26,0
2006,138,9,27,3
2007,128,10,17,0
2008,141,9,28,0
2006,140,9,28,0
2005,135,9,24,0
2007,127,10,17,1
2008,139,9,26,0
2007,128,9,19,1
2005,138,8,27,0
2006,137,6,27,2
2005,139,9,30,0
2007,126,9,16,1
2005,138,8,24,1
2005,140,7,27,0
2006,134,9,23,0
2007,125,8,16,0
2005,136,11,21,2
2005,132,9,20,1
2005,127,6,15,1
2005,135,8,26,0
2005,138,10,27,0
2006,139,11,24,2
2005,138,10,26,0
2005,133,8,23,0
2006,137,10,24,0
2006,139,10,27,2
2005,142,9,33,0
2008,139,11,26,0
2006,137,8,23,1
2005,136,13,19,0
2005,131,9,19,2
2007,126,8,16,0
2006,135,9,23,4
2005,134,9,25,0
2005,139,11,27,1
2005,135,8,25,0
2005,149,10,24,0
2007,127,10,15,1
2008,136,9,24,0
2006,138,10,26,0
2005,141,8,32,0
2006,146,8,37,0
2008,144,6,34,0
2005,137,10,25,0
2006,139,11,26,3
2007,129,12,17,0
2005,145,12,32,0
2006,137,9,24,0
2005,133,8,22,2
2007,125,11,13,0
2005,134,9,23,1
2005,138,7,29,0
2008,141,8,31,0
2008,140,7,30,0
2010,128,9,15,2
2009,135,8,17,0
2010,130,11,17,1
2011,121,11,9,3
2008,127,8,12,3
2009,123,10,10,4
2006,139,8,26,0
2009,133,7,23,0
2006,139,10,27,2
2006,134,6,26,1
2007,125,12,13,1
2006,132,9,22,1
2007,124,8,14,0
2006,149,8,39,0
2005,143,10,29,0
2005,142,12,29,1
2008,141,6,31,0
2010,130,10,18,2
2007,123,9,12,0
2008,NA,8,16,0
2006,138,7,29,0
2007,128,9,19,2
2008,137,8,27,0
2008,131,7,19,2
2009,128,8,18,1
2007,126,8,17,0
2007,131,9,21,0
2007,131,8,11,0
2008,138,8,27,0
2007,129,8,20,1
2007,128,6,21,0
2008,137,9,24,0
2009,128,10,16,1
2007,130,9,20,1
2007,129,7,21,0
2009,129,11,17,0
2007,130,9,21,0
2007,129,10,18,0
2007,130,10,19,0
2008,139,9,28,0
2007,129,8,20,0
2007,121,6,14,2
2007,129,8,18,0
2013,149,5,38,1
2009,126,9,15,0
2012,134,8,13,2
2010,129,7,18,0
2008,138,9,26,0
2008,140,8,27,0
2007,130,6,21,0
2007,131,10,23,0
2007,NA,8,13,3
2009,125,11,13,1
2011,121,9,10,0
2007,129,10,19,0
2007,127,8,17,0
2008,133,9,18,0
2009,123,12,8,4
2008,140,9,30,0
2007,133,8,24,0
2007,130,10,19,0
2008,150,8,42,0
2007,132,7,24,0
2008,NA,8,29,0
2007,134,7,25,0
2008,137,10,25,0
2007,129,8,20,1
2007,128,8,18,0
2008,142,9,31,0
2007,127,8,18,2
2019,117,8,6,0
2016,138,6,28,2
2015,125,9,15,4
2018,133,8,24,0
2015,126,9,14,1
2015,138,7,25,0
2015,125,8,13,0
2016,143,4,35,NA
2015,129,6,20,0
2015,139,8,27,0
2015,125,9,16,1
2015,140,9,27,0
2016,139,5,30,0
2007,128,10,18,0
2010,135,9,19,0
2006,141,7,34,1
2008,136,8,24,1
2007,124,9,12,3
2006,134,10,20,2
2011,122,11,10,0
2012,131,8,12,0
2010,129,7,17,1
2008,129,7,14,0
2006,135,8,25,1
2007,128,10,19,1
2007,127,11,16,0
2006,135,7,25,1
2007,132,11,19,0
2006,133,9,22,2
2006,134,7,24,1
2007,127,8,18,0
2006,142,10,27,4
2008,151,10,26,0
2007,129,8,20,0
2006,135,10,22,0
2006,131,9,20,2
2006,140,6,28,1
2006,134,8,24,1
2006,137,9,25,2
2006,139,9,28,1
2008,133,7,22,1
2006,140,9,30,1
2006,138,7,28,3
2008,NA,9,24,0
2006,133,10,21,2
2007,125,11,14,1
2006,134,7,25,0
2008,133,9,20,1
2007,124,10,13,3
2009,158,6,52,1
2006,166,7,59,0
2006,137,8,27,0
2009,129,10,17,0
2008,135,10,20,2
2010,125,11,11,0
2008,140,10,27,0
2006,146,11,32,1
2006,134,7,24,0
2007,123,8,14,0
2006,135,12,22,0
2006,133,6,24,0
2007,132,9,21,0
2006,135,10,23,3
2009,132,9,19,0
2007,129,10,17,1
2008,141,9,27,0
2006,142,9,30,2
2007,125,10,14,0
2006,138,10,27,0
2006,138,10,26,0
2006,128,8,18,3
2007,122,9,11,3
2010,123,9,12,1
2006,131,8,20,2
2006,140,7,31,0
2006,144,7,36,1
2006,143,9,29,0
2006,132,7,23,0
2007,118,8,10,0
2006,124,9,15,1
2006,147,11,28,3
2006,NA,8,23,1
2007,126,9,15,0
2006,134,9,22,2
2006,133,8,21,0
2006,137,9,26,0
2007,126,10,15,1
2007,126,9,16,0
2006,137,8,25,2
2006,133,9,22,1
2006,136,8,25,3
2006,141,9,32,1
2006,137,7,27,1
2006,138,8,27,1
2006,139,9,27,1
2006,133,9,21,1
2007,128,9,18,0
2006,137,8,27,0
2007,130,10,18,0
2008,138,9,25,NA
2006,136,8,24,0
2007,127,8,18,0
2006,137,10,24,0
2007,127,10,17,0
2019,135,7,29,0
2019,123,6,14,2
2020,125,9,13,0
2021,129,8,17,1
2022,125,9,14,1
2022,128,11,14,0
2020,126,9,14,1
2019,124,9,13,1
2021,129,10,15,0
2020,129,9,17,0
2019,127,8,18,0
2020,127,7,18,0
2019,130,9,20,0
2019,131,8,22,1
2019,131,9,20,0
2019,131,8,18,0
2022,128,8,18,1
2021,135,6,24,0
2020,135,8,25,1
2020,128,10,16,1
2021,124,10,7,0
2020,126,10,14,3
2020,135,7,26,0
2008,142,9,31,0
2009,126,10,15,0
2009,134,10,22,2
2010,137,9,23,0
2008,147,9,36,0
2008,139,10,27,2
2008,138,8,27,0
2010,128,7,19,0
2009,121,10,9,3
2010,123,8,9,0
2015,128,6,17,0
2015,130,6,22,3
2018,134,6,23,1
2016,141,2,39,0
2015,130,7,22,0
2016,150,8,40,0
2017,133,8,23,0
2015,133,8,22,0
2015,127,7,18,0
2015,131,10,19,1
2014,148,7,39,1
2013,144,6,36,1
2010,128,10,15,0
2013,149,6,38,0
2012,131,6,15,0
2010,132,9,21,1
2010,141,13,17,0
2011,122,7,14,1
2012,133,6,22,1
2010,131,9,21,2
2010,136,8,25,1
2010,132,10,20,1
2010,130,8,18,0
2012,130,7,12,0
2013,141,6,31,0
2012,NA,8,24,0
2010,125,10,13,0
2011,120,9,9,1
2010,127,9,15,0
2008,138,9,25,0
2008,140,8,27,1
2010,128,9,15,1
2010,130,10,18,1
2010,131,11,15,2
2012,139,8,21,0
2010,130,7,22,0
2008,134,11,21,0
2008,132,8,19,0
2008,138,9,26,0
2012,121,10,4,0
2008,127,6,16,1
2008,138,8,28,0
2010,127,7,18,2
2009,127,10,16,3
2008,124,7,12,0
2019,125,10,11,0
2022,125,6,18,0
2018,135,8,25,1
2021,134,7,18,0
2018,136,7,27,0
2018,135,10,22,1
2019,124,4,15,0
2023,141,6,31,0
2021,158,6,51,1
2022,124,6,16,1
2019,124,9,14,0
2021,137,7,22,0
2022,138,7,24,0
2020,130,8,19,0
2019,129,8,19,0
2019,130,7,21,0
2008,138,8,26,0
2009,127,10,17,0
2011,123,10,11,1
2008,137,9,25,2
2008,NA,6,26,0
2008,137,9,25,2
2011,125,10,13,0
2010,133,11,14,0
2009,127,11,16,1
2008,131,9,18,1
2008,139,9,26,0
2008,137,7,26,0
2010,129,7,20,0
2009,125,9,15,2
2008,136,8,24,1
2010,159,7,52,2
2010,129,8,19,0
2008,135,8,25,2
2008,143,7,32,0
2010,138,5,25,1
2008,138,7,28,0
2008,145,9,34,0
2008,135,10,21,0
2008,137,9,23,0
2009,148,7,41,0
2007,125,9,14,1
2007,128,7,20,0
2008,140,7,34,0
2007,130,9,20,0
2007,126,9,16,0
2007,128,9,17,0
2008,128,7,16,3
2007,127,8,18,1
2010,134,10,20,1
2008,149,7,40,0
2007,NA,7,23,0
2007,126,11,14,0
2008,136,11,19,0
2007,127,5,16,0
2010,131,10,15,0
2009,126,10,14,2
2008,133,9,19,0
2007,127,8,13,0
2008,144,9,23,0
2010,131,9,20,1
2007,128,10,15,0
2007,131,9,22,0
2007,126,8,15,0
2007,126,7,18,0
2008,134,6,25,1
2008,138,9,25,0
2010,131,9,19,0
2007,131,8,21,0
2007,123,8,14,0
2008,135,6,25,NA
2007,128,7,19,0
2007,129,6,22,0
2007,124,10,14,0
2007,129,11,16,1
2008,134,8,21,0
2007,131,9,21,0
2007,127,8,16,0
2008,140,9,27,0
2007,129,9,20,0
2009,130,10,17,2
2010,131,11,18,0
2008,137,7,26,0
2008,140,9,28,0
2010,129,10,18,1
2007,128,11,15,1
2007,127,6,18,0
2007,134,7,24,0
2008,142,10,28,0
2007,127,8,17,1
2007,129,9,18,0
2010,136,10,23,0
2007,128,9,18,1
2007,122,10,12,2
2010,NA,9,11,0
2007,125,10,13,3
2008,131,8,15,0
2009,125,12,10,0
2009,156,7,45,1
2007,127,10,16,1
2007,126,7,18,0
2007,134,8,25,0
2009,132,8,21,0
2007,131,10,20,0
2007,130,7,21,2
2008,141,8,30,3
2007,128,9,16,0
2007,130,8,21,1
2007,128,13,17,0
2008,139,10,27,0
2008,139,11,24,0
2007,132,11,19,0
2007,130,10,19,0
2008,141,10,27,0
2007,127,10,16,0
2007,131,8,20,0
2009,120,12,6,0
2007,123,9,13,0
2010,125,11,11,0
2008,125,9,11,0
2009,127,10,15,0
2007,128,9,19,2
2008,137,9,24,0
2007,127,9,17,0
2007,NA,11,23,0
2008,138,10,26,0
2007,124,9,14,0
2008,141,9,29,0
2009,130,8,17,2
2010,126,10,11,0
2009,126,8,16,0
2009,156,7,48,0
2008,138,6,29,0
2008,140,9,28,0
2008,137,9,26,0
2008,133,8,17,1
2009,NA,5,12,0
2010,128,10,13,0
2008,135,10,21,0
2010,128,12,13,0
2010,159,9,50,0
2008,129,9,18,2
2008,139,7,28,0
2010,130,6,19,3
2008,NA,13,25,0
2008,137,8,25,1
2009,122,10,9,2
2008,129,8,16,2
2007,127,10,16,0
2009,130,11,17,0
2010,136,10,22,1
2007,NA,10,19,2
2010,142,6,25,0
2007,127,7,17,0
2007,121,8,11,1
2008,138,8,27,0
2007,129,9,20,1
2008,128,7,17,0
2007,127,10,17,2
2010,128,9,16,0
2007,129,8,22,0
2009,123,9,12,0
2007,124,8,15,0
2008,126,7,15,2
2010,126,10,15,4
2008,139,9,27,0
2008,137,8,24,1
2008,137,6,25,0
2008,127,8,15,0
2012,144,8,34,0
2015,121,9,11,2
2015,124,8,14,0
2016,145,6,34,0
2016,146,7,36,0
2007,127,9,17,2
2008,140,10,28,0
2010,131,11,18,0
2007,131,8,23,1
2007,128,10,17,0
2007,124,9,14,3
2008,135,8,23,2
2008,137,10,24,0
2007,130,8,19,0
2008,138,10,24,0
2008,127,8,14,1
2009,132,6,25,0
2008,137,6,27,0
2007,NA,10,19,0
2008,131,8,17,0
2007,127,11,14,2
2007,128,9,18,1
2008,136,10,24,1
2008,137,8,23,0
2009,128,10,16,0
2007,136,8,17,0
2009,126,9,15,2
2008,129,8,18,1
2007,126,8,15,1
2007,127,8,18,0
2008,139,6,28,0
2009,120,7,7,0
2008,130,7,18,0
2010,129,9,16,0
2008,140,7,30,0
2008,136,9,20,0
2008,NA,8,19,0
2008,135,9,16,0
2008,141,9,30,0
2008,138,7,26,0
2008,136,6,26,0
2009,123,8,11,0
2014,126,9,15,0
2015,128,8,18,0
2017,120,9,9,0
2016,147,7,38,0
2015,134,8,24,0
2014,130,9,15,0
2012,130,5,15,0
2013,136,6,26,1
2012,132,8,12,0
2010,127,9,15,1
2009,131,10,19,1
2009,124,8,14,1
2010,135,11,22,0
2010,132,7,21,0
2009,126,9,14,0
2010,125,7,17,0
2009,123,7,14,0
2009,129,9,18,0
2009,126,8,16,0
2011,124,7,15,0
2010,131,8,18,2
2010,127,13,12,2
2009,140,9,29,0
2010,129,12,16,0
2016,134,9,13,0
2018,124,8,14,2
2017,123,6,16,2
2016,138,6,23,3
2017,125,8,13,2
2018,135,8,22,2
2017,134,9,23,0
2018,137,9,27,0
2015,126,7,17,2
2015,132,7,23,0
2015,131,8,21,1
2015,124,9,13,2
2015,136,11,22,0
2009,123,8,14,1
2009,128,10,16,0
2013,144,6,35,0
2014,126,11,12,2
2011,135,8,26,2
2012,NA,7,13,0
2009,135,10,24,1
2010,133,8,23,0
2012,NA,9,28,1
2009,132,10,18,0
2009,128,9,16,0
2012,NA,8,7,0
2010,127,9,13,1
2012,NA,8,11,1
2010,127,9,14,0
2012,135,9,16,0
2010,132,8,21,0
2011,123,8,13,0
2013,146,7,35,0
2010,134,8,24,0
2013,158,6,50,2
2010,129,7,18,3
2011,119,8,10,4
2012,125,6,11,0
2010,127,10,15,0
2011,124,8,13,2
2010,137,10,26,2
2013,160,6,54,1
2016,NA,6,25,0
2009,128,10,15,0
2014,131,10,14,2
2013,152,9,37,4
2012,133,9,14,0
2010,130,11,15,2
2019,116,12,-1,0
2019,117,7,6,0
2019,120,8,7,1
2019,120,9,9,0
2019,121,7,12,0
2019,121,9,5,2
2019,122,10,10,0
2019,122,9,11,0
2019,122,9,11,1
2020,138,7,29,0
2019,125,8,18,0
2019,127,7,18,0
2019,128,7,14,0
2010,128,8,18,0
2010,130,9,19,3
2010,138,8,29,2
2021,139,11,22,1
2020,128,9,17,1
2019,127,5,19,1
2021,124,7,14,1
2020,128,8,18,2
2022,120,9,9,0
2021,169,7,64,0
2021,128,8,15,3
2010,133,8,22,1
2009,121,7,13,1
2009,127,9,16,2
2009,120,8,10,2
2009,128,9,17,1
2009,129,10,15,0
2010,129,10,15,0
2010,161,7,54,0
2009,130,10,19,0
2009,126,10,13,0
2009,130,8,20,1
